"ref_id","ref_code","first_author","ref_year","title","ref_type","citation_bibtex"
433,"kumarOrnamentalPlantsSaudi2014","Kumar",2014,"Ornamental Plants of Saudi Arabia","Printed flora or checklist","@techreport{kumarOrnamentalPlantsSaudi2014, title = {Ornamental {{Plants}} of {{Saudi Arabia}}}, author = {Kumar, E.S. Santhosh}, year = {2014}, month = aug, institution = {{Jawaharlal Nehru Tropical Botanic Garden and Research Institute}}, url = {http://doi.org/10.13140/2.1.1932.6088} }"
440,"koreanationalarboretumStandardChecklistCultivated2016","Korea National Arboretum",2016,"Standard Checklist of Cultivated Plants in Korea","Printed flora or checklist","@book{koreanationalarboretumStandardChecklistCultivated2016, title = {{Standard Checklist of Cultivated Plants in Korea}}, author = {{Korea National Arboretum} and Lee, Jeongho and Lee, Seungyeon and Lee, Kichul and Kim, Hyunjin and Choi, Han and Lee, Haejoo and Choi, Kyung and Jang, Kye-Sun}, year = {2016}, publisher = {{Department of Exhibit Education and Useful Plant Propagation Center, National Arboretum, Korea Forest Service}}, address = {Gyeonggi-do}, isbn = {11-1400119-000115-01}, langid = {korean-han} }"
28,"brazilfloragroupBrazilianFlora20202023","Brazil Flora Group",2023,"Brazilian Flora 2020 project - Projeto Flora do Brasil 2020","Online flora or checklist","@misc{brazilfloragroupBrazilianFlora20202023, title = {{Brazilian Flora 2020 project - Projeto Flora do Brasil 2020}}, author = {{Brazil Flora Group}}, year = {2023}, publisher = {{Instituto de Pesquisas Jardim Botanico do Rio de Janeiro}}, doi = {10.15468/1MTKAW}, urldate = {2023-02-22}, langid = {portuguese}, keywords = {Checklist,Inventoryregional} } "
126,"northeasternasiabiodiversityinstituteListKoreanVascular2021","Northeastern Asia Biodiversity Institute",2021,"NABI List of Vascular Plants of the Korean Peninsula","Online flora or checklist","@misc{northeasternasiabiodiversityinstituteListKoreanVascular2021, title = {List of {{Korean Vascular Plants}}}, author = {{Northeastern Asia Biodiversity Institute}}, year = {2021}, month = mar, url = {http://koreanplant.info}, urldate = {2021-03-03} }"
145,"hydeFloraMalawiList2023","Hyde",2023,"Flora of Malawi: List of cultivated plant families","Online flora or checklist","@misc{hydeFloraMalawiList2023, title = {Flora of {{Malawi}}: {{List}} of cultivated plant families}, author = {Hyde, Mark A. and Wursten, {\relax Bart}. T. and Ballings, Petra and Coates Palgrave, Meg}, year = {2023}, url = {https://www.malawiflora.com/cult/index.php} }"
161,"hydeFloraMozambiqueList2023","Hyde",2023,"Flora of Mozambique: List of cultivated plant families","Online flora or checklist","@misc{hydeFloraMozambiqueList2023, title = {Flora of {{Mozambique}}: {{List}} of cultivated plant families}, author = {Hyde, Mark A. and Wursten, {\relax Bart}. T. and Ballings, Petra and Coates Palgrave, Meg}, year = {2023}, url = {https://www.mozambiqueflora.com/cult/index.php} }"
243,"cermakGardenPlantsThailand2020","Cermak",2020,"Garden Plants in Thailand","Online flora or checklist","@misc{cermakGardenPlantsThailand2020, title = {Garden {{Plants}} in {{Thailand}}}, author = {Cermak, Sylvia}, year = {2020}, url = {http://garden-plants-in-thailand.de/garden-plants.shtml}, urldate = {2023-02-09} }"
5,"karakusFloristicCharacteristicsPlants2014","Karakus",2014,"The floristic characteristics of plants in gardens and streets in urban areas of Adana, Turkey","Survey of gardens, farms, or lawns","@article{karakusFloristicCharacteristicsPlants2014, title = {The floristic characteristics of plants in gardens and streets in urban areas of {{Adana}}, {{Turkey}}}, author = {Karakus, Havva and Turkmen, Necattin}, year = {2014}, journal = {Pakistan Journal of Botany}, volume = {46}, number = {6}, pages = {1935--1944}, langid = {english} } "
6,"albuquerqueStructureFloristicsHomegardens2005","Albuquerque",2005,"Structure and floristics of homegardens in Northeastern Brazil","Survey of gardens, farms, or lawns","@article{albuquerqueStructureFloristicsHomegardens2005, title = {Structure and floristics of homegardens in {{Northeastern Brazil}}}, author = {Albuquerque, U.P. and Andrade, L.H.C. and Caballero, J.}, year = {2005}, month = aug, journal = {Journal of Arid Environments}, volume = {62}, number = {3}, pages = {491--506}, issn = {01401963}, doi = {10.1016/j.jaridenv.2005.01.003}, urldate = {2021-11-16}, langid = {english} } "
8,"linsPrecolumbianFloristicLegacies2015","Lins",2015,"Pre-columbian floristic legacies in modern homegardens of Central Amazonia","Survey of gardens, farms, or lawns","@article{linsPrecolumbianFloristicLegacies2015, title = {Pre-columbian floristic legacies in modern homegardens of {{Central Amazonia}}}, author = {Lins, Juliana and Lima, Helena P. and Baccaro, Fabricio B. and Kinupp, Valdely F. and Shepard, Glenn H. and Clement, Charles R.}, editor = {Petraglia, Michael D.}, year = {2015}, month = jun, journal = {PLOS ONE}, volume = {10}, number = {6}, pages = {e0127067}, issn = {1932-6203}, doi = {10.1371/journal.pone.0127067}, urldate = {2021-12-01}, langid = {english} } "
16,"sujarwoEthnobotanicalStudyCultivated2015","Sujarwo",2015,"Ethnobotanical Study of Cultivated Plants in Home Gardens of Traditional Villages in Bali (Indonesia)","Survey of gardens, farms, or lawns","@article{sujarwoEthnobotanicalStudyCultivated2015, title = {Ethnobotanical study of cultivated plants in home gardens of traditional villages in {{Bali}} ({{Indonesia}})}, author = {Sujarwo, Wawan and Caneva, Giulia}, year = {2015}, month = oct, journal = {Human Ecology}, volume = {43}, number = {5}, pages = {769--778}, issn = {0300-7839, 1572-9915}, doi = {10.1007/s10745-015-9775-8}, urldate = {2021-07-30}, langid = {english} } "
18,"davivongsBangkokExistingMixed2023","Davivongs",2023,"Bangkok’s existing mixed fruit orchards are tree diversity hotspots for city greening","Survey of gardens, farms, or lawns","@article{davivongsBangkokExistingMixed2023, title = {Bangkok's existing mixed fruit orchards are tree diversity hotspots for city greening}, author = {Davivongs, Vudipong and Arifwidodo, Sigit Dwiananto}, year = {2023}, month = apr, journal = {Urban Ecosystems}, issn = {1083-8155, 1573-1642}, doi = {10.1007/s11252-023-01352-w}, urldate = {2023-04-24}, langid = {english} } "
19,"millate-e-mustafaStructureFloristicsBangladesh1996","Millat-E-Mustafa",1996,"Structure and floristics of Bangladesh homegardens","Survey of gardens, farms, or lawns","@article{millate-e-mustafaStructureFloristicsBangladesh1996, title = {Structure and floristics of {{Bangladesh}} homegardens}, author = {{Millate-E-Mustafa}, M. D. and Hall, John B. and Teklehaimanot, Zewge}, year = {1996}, month = mar, journal = {Agroforestry Systems}, volume = {33}, number = {3}, pages = {263--280}, issn = {0167-4366, 1572-9680}, doi = {10.1007/BF00055427}, urldate = {2021-11-16}, langid = {english} } "
20,"rovereCanterosUrbanosComo2022","Rovere",2022,"Los canteros urbanos como parte del paisaje biocultural de Bariloche (Argentina): riqueza de especies y decisiones de manejo","Survey of gardens, farms, or lawns","@article{rovereCanterosUrbanosComo2022, title = {{Los canteros urbanos como parte del paisaje biocultural de Bariloche (Argentina): riqueza de especies y decisiones de manejo}}, shorttitle = {{Los canteros urbanos como parte del paisaje biocultural de Bariloche (Argentina)}}, author = {Rovere, Adriana}, year = {2022}, month = sep, journal = {Bolet{\'i}n de la Sociedad Argentina de Bot{\'a}nica}, volume = {57}, number = {3}, issn = {1851-2372, 0373-580X}, doi = {10.31055/1851.2372.v57.n3.37477}, urldate = {2023-03-20}, langid = {spanish} } "
25,"saric-kundalicEthnobotanicalStudyMedicinal2010","Šarić-Kundalić",2010,"Ethnobotanical study on medicinal use of wild and cultivated plants in middle, south and west Bosnia and Herzegovina","Survey of gardens, farms, or lawns","@article{saric-kundalicEthnobotanicalStudyMedicinal2010, title = {Ethnobotanical study on medicinal use of wild and cultivated plants in middle, south and west {{Bosnia}} and {{Herzegovina}}}, author = {{\v S}ari{\'c}-Kundali{\'c}, Broza and Dobe{\v s}, Christoph and {Klatte-Asselmeyer}, Valerie and Saukel, Johannes}, year = {2010}, month = aug, journal = {Journal of Ethnopharmacology}, volume = {131}, number = {1}, pages = {33--55}, issn = {03788741}, doi = {10.1016/j.jep.2010.05.061}, urldate = {2021-06-04}, langid = {english} } "
27,"garciaDiversityUseTrees2020","García",2020,"Diversity and use of trees and shrubs in smallholder farming systems in the Colombian Andes","Survey of gardens, farms, or lawns","@article{garciaDiversityUseTrees2020, title = {Diversity and use of trees and shrubs in smallholder farming systems in the {{Colombian Andes}}}, author = {Garc{\'i}a, N{\'e}stor and Pe{\~n}aranda, Juanita and Sarmiento, Natalia}, year = {2020}, month = dec, journal = {Caldasia}, volume = {43}, number = {1}, pages = {49--64}, issn = {2357-3759, 0366-5232}, doi = {10.15446/caldasia.v43n1.84230}, urldate = {2021-12-10}, langid = {english} } "
31,"bussmannGardenMarketCultivation2008","Bussmann",2008,"From Garden to Market? The cultivation of native and introduced medicinal plant species in Cajamarca, Peru and implications for habitat conservation","Survey of gardens, farms, or lawns","@article{bussmannGardenMarketCultivation2008, title = {From {{Garden}} to {{Market}}? {{The}} cultivation of native and introduced medicinal plant species in {{Cajamarca}}, {{Peru}} and implications for habitat conservation}, shorttitle = {From {{Garden}} to {{Market}}?}, author = {Bussmann, Rainer and Sharon, Douglas and Ly, Jennifer}, year = {2008}, month = nov, journal = {Ethnobotany Research and Applications}, volume = {6}, pages = {351}, issn = {1547-3465}, doi = {10.17348/era.6.0.351-361}, url = {http://journals.sfu.ca/era/index.php/era/article/view/246}, urldate = {2021-06-04}, langid = {english} } "
34,"aguilar-stoenHomeGardensSustain2009","Aguilar-Støen",2009,"Home gardens sustain crop diversity and improve farm resilience in Candelaria Loxicha, Oaxaca, Mexico","Survey of gardens, farms, or lawns","@article{aguilar-stoenHomeGardensSustain2009, title = {Home gardens sustain crop diversity and improve farm resilience in {{Candelaria Loxicha}}, {{Oaxaca}}, {{Mexico}}}, author = {{Aguilar-St{\o}en}, Mariel and Moe, Stein R. and {Camargo-Ricalde}, Sara Lucia}, year = {2009}, month = feb, journal = {Human Ecology}, volume = {37}, number = {1}, pages = {55--77}, issn = {0300-7839, 1572-9915}, doi = {10.1007/s10745-008-9197-y}, url = {http://link.springer.com/10.1007/s10745-008-9197-y}, urldate = {2021-11-30}, langid = {english} } "
36,"ageletHomegardensTheirRole2000","Agelet",2000,"Homegardens and their role as a main source of medicinal plants in mountain regions of Catalonia (Iberian peninsula)","Survey of gardens, farms, or lawns","@article{ageletHomegardensTheirRole2000, title = {Homegardens and their role as a main source of medicinal plants in mountain regions of {{Catalonia}} ({{Iberian}} peninsula)}, author = {Agelet, Antoni and Bonet, Maria {\`A}ngels and Vall{\'e}s, Joan}, year = {2000}, month = jul, journal = {Economic Botany}, volume = {54}, number = {3}, pages = {295--309}, issn = {0013-0001, 1874-9364}, doi = {10.1007/BF02864783}, url = {http://link.springer.com/10.1007/BF02864783}, urldate = {2021-11-16}, langid = {english} } "
41,"panyadeeMedicinalPlantsHomegardens2019","Panyadee",2019,"Medicinal plants in homegardens of four ethnic groups in Thailand","Survey of gardens, farms, or lawns","@article{panyadeeMedicinalPlantsHomegardens2019, title = {Medicinal plants in homegardens of four ethnic groups in {{Thailand}}}, author = {Panyadee, Prateep and Balslev, Henrik and Wangpakapattanawong, Prasit and Inta, Angkhana}, year = {2019}, month = jul, journal = {Journal of Ethnopharmacology}, volume = {239}, pages = {111927}, issn = {03788741}, doi = {10.1016/j.jep.2019.111927}, url = {https://linkinghub.elsevier.com/retrieve/pii/S0378874118321706}, urldate = {2021-12-01}, langid = {english} } "
46,"padullescubinoFloristicStructuralDifferentiation2016","Cubino",2019,"Plant presence/absence in suburban domestic gardens (Alt Empordà, Catalonia)","Survey of gardens, farms, or lawns","@article{padullescubinoFloristicStructuralDifferentiation2016, title = {Floristic and structural differentiation between gardens of primary and secondary residences in the {{Costa Brava}} ({{Catalonia}}, {{Spain}})}, author = {Padull{\'e}s Cubino, Josep and Vila Subir{\'o}s, Josep and Barriocanal Lozano, Carles}, year = {2016}, month = mar, journal = {Urban Ecosystems}, volume = {19}, number = {1}, pages = {505--521}, issn = {1083-8155, 1573-1642}, doi = {10.1007/s11252-015-0496-y}, url = {http://link.springer.com/10.1007/s11252-015-0496-y}, urldate = {2021-12-02}, langid = {english} } "
47,"blanckaertFloristicCompositionPlant2004","Blanckaert",2004,"Floristic composition, plant uses and management practices in homegardens of San Rafael Coxcatlán, Valley of Tehuacán-Cuicatlán, Mexico","Survey of gardens, farms, or lawns","@article{blanckaertFloristicCompositionPlant2004, title = {Floristic composition, plant uses and management practices in homegardens of {{San Rafael Coxcatl{\'a}n}}, {{Valley}} of {{Tehuac{\'a}n-Cuicatl{\'a}n}}, {{Mexico}}}, author = {Blanckaert, I and Swennen, R.L and Paredes Flores, M and Rosas L{\'o}pez, R and Lira Saade, R}, year = {2004}, month = apr, journal = {Journal of Arid Environments}, volume = {57}, number = {2}, pages = {179--202}, issn = {01401963}, doi = {10.1016/S0140-1963(03)00100-9}, url = {https://linkinghub.elsevier.com/retrieve/pii/S0140196303001009}, urldate = {2021-11-16}, langid = {english} } "
48,"marakPlantSpeciesComposition2023","Marak",2023,"Plant species composition and product utility pattern of Garo homegardens in Meghalaya, India","Survey of gardens, farms, or lawns","@article{marakPlantSpeciesComposition2023, title = {Plant species composition and product utility pattern of {{Garo}} homegardens in {{Meghalaya}}, {{India}}}, author = {Marak, Naldarine M. and Upadhyaya, K. and Nongtri, A. and Lyngdoh, N.}, year = {2023}, month = jun, journal = {Journal of Applied and Natural Science}, volume = {15}, number = {2}, pages = {454--463}, issn = {2231-5209, 0974-9411}, doi = {10.31018/jans.v15i2.4099}, urldate = {2023-08-03}, langid = {english} } "
52,"wondimuEthnobotanicalStudyFood2006","Wondimu",2006,"Ethnobotanical study of food plants around 'Dheeraa' town, Arsi, Ethiopia","Survey of gardens, farms, or lawns","@article{wondimuEthnobotanicalStudyFood2006, title = {Ethnobotanical study of food plants around '{{Dheeraa}}' town, {{Arsi}}, {{Ethiopia}}}, author = {Wondimu, Tigist and Asfaw, Zemede and Kelbessa, Ensermu}, year = {2006}, month = oct, journal = {SINET: Ethiopian Journal of Science}, volume = {29}, number = {1}, pages = {71--80}, issn = {0379-2897}, doi = {10.4314/sinet.v29i1.18261}, url = {http://www.ajol.info/index.php/sinet/article/view/18261}, urldate = {2023-04-26}, langid = {english} } "
54,"erensoPlantSpeciesComposition2023","Erenso",2023,"Plant species composition and conservation values at Dilla University Botanical and Ecotourism Garden, Dilla, Ethiopia","Survey of gardens, farms, or lawns","@article{erensoPlantSpeciesComposition2023, title = {Plant species composition and conservation values at {{Dilla University Botanical}} and {{Ecotourism Garden}}, {{Dilla}}, {{Ethiopia}}}, author = {Erenso, Fikadu and Maunenenda, Mitiku}, editor = {Omar, Ahmad A.}, year = {2023}, month = feb, journal = {International Journal of Forestry Research}, volume = {2023}, pages = {1--22}, issn = {1687-9376, 1687-9368}, doi = {10.1155/2023/9354257}, url = {https://www.hindawi.com/journals/ijfr/2023/9354257/}, urldate = {2023-04-13}, langid = {english} } "
56,"dasInventoryingPlantBiodiversity2005","Das",2005,"Inventorying plant biodiversity in homegardens: A case study in Barak Valley, Assam, North East India","Survey of gardens, farms, or lawns","@article{dasInventoryingPlantBiodiversity2005, title = {Inventorying plant biodiversity in homegardens: {{A}} case study in {{Barak Valley}}, {{Assam}}, {{North East India}}}, author = {Das, Tapasi and Das, Ashesh Kumar}, year = {2005}, journal = {Current Science}, volume = {89}, number = {1}, pages = {10}, langid = {english} } "
